,avail_qty,biddingzone_domain,businesstype,curvetype,docstatus,end,mrid,nominal_power,plant_type,production_resource_id,production_resource_location,production_resource_name,production_resource_psr_name,pstn,qty_uom,resolution,revision,start
2024-05-13 16:54:44+02:00,362,CH,Planned maintenance,A03,Cancelled,2024-06-14 17:00:00+02:00,OZKCP2-lMBQwtUnz8FFUbQ,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT15M,2,2024-05-21 07:00:00+02:00
2024-05-13 16:57:47+02:00,302,CH,Planned maintenance,A03,,2024-05-24 15:00:00+02:00,nZLrNr8MIbbqQugkJTxGxA,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT15M,1,2024-05-24 13:00:00+02:00
2024-05-14 11:25:28+02:00,0,CH,Planned maintenance,A03,,2024-05-14 16:00:00+02:00,AZ7xL_8Xp1yuwfyNVXSF4Q,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT15M,1,2024-05-14 13:00:00+02:00
2024-05-14 16:14:59+02:00,64,CH,Planned maintenance,A03,,2024-05-17 12:00:00+02:00,_oK5xF4q0ha57LnJ1IA-hQ,384.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Nendaz,1,MAW,PT15M,1,2024-05-17 08:00:00+02:00
2024-05-16 14:06:04+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-04-20 10:00:00+02:00,kDaGcKMbgkyJohBxv83ohA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-04-20 08:00:00+02:00
2024-05-16 14:06:33+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-05-16 18:00:00+02:00,7HwzRacdkPCp95biysLdxA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-05-16 07:00:00+02:00
2024-05-16 14:06:40+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-05-09 09:00:00+02:00,UR8heWt2lE6qhJ0h0XIx1g,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-05-09 08:00:00+02:00
2024-05-16 14:09:02+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-05-14 15:00:00+02:00,IMKKJPKXxwPBNH3X7xMjhA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-05-14 07:00:00+02:00
2024-05-16 14:11:46+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-12-20 18:00:00+01:00,qYnFjv7f0U3RcmtDABZd4g,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-06-06 07:00:00+02:00
2024-05-16 14:15:18+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-05-23 18:00:00+02:00,fu5lhM-YE_Q1TDGsh_v69w,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-05-23 07:00:00+02:00
2024-05-16 14:15:31+02:00,775,CH,Planned maintenance,A03,Cancelled,2024-05-02 19:00:00+02:00,JkYa7mYoGjBPwpqj-34gtw,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-05-02 06:00:00+02:00
2024-05-16 14:15:37+02:00,155,CH,Planned maintenance,A03,Cancelled,2024-04-29 10:00:00+02:00,nnsdAx_kNGIOI9FmazSghQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-04-29 00:00:00+02:00
2024-05-16 17:37:02+02:00,0,CH,Planned maintenance,A03,,2024-05-17 11:00:00+02:00,Bzx-_jBRMVbsaD0xKxTqUA,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G1,1,MAW,PT15M,1,2024-05-17 10:00:00+02:00
2024-05-17 15:14:24+02:00,0,CH,Planned maintenance,A03,,2024-05-22 14:00:00+02:00,8-w0oJ8jwG0N9CrwYlUXwg,384.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Nendaz,1,MAW,PT15M,1,2024-05-22 13:00:00+02:00
2024-05-17 15:32:27+02:00,0,CH,Planned maintenance,A03,,2024-05-17 15:30:00+02:00,oj1KqjToPQ1jsv_cacz5vw,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,4,2024-05-06 07:00:00+02:00
2024-05-17 15:32:27+02:00,0,CH,Planned maintenance,A03,,2024-05-17 15:30:00+02:00,8mGZ1f8eVL521v8sY6kR5g,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G3,1,MAW,PT15M,5,2024-05-06 07:00:00+02:00
2024-05-20 16:20:44+02:00,775,CH,Planned maintenance,A03,,2024-06-07 14:00:00+02:00,z3SS3ipcVexNRM7jex71cA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,1,2024-06-07 13:00:00+02:00
2024-05-21 15:54:40+02:00,0,CH,Planned maintenance,A03,,2024-05-22 14:00:00+02:00,u2W5xYgHJi-F58dRuDIwSg,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,1,2024-05-22 13:00:00+02:00
2024-05-23 17:27:08+02:00,175,CH,Planned maintenance,A03,,2024-05-25 20:00:00+02:00,Rdsj-IqmA_Y6SgUAwW5lTQ,365.0,Nuclear,12W-0000000017-E,intra_zonal,KKB - KernKW Beznau,Beznau 2,1,MAW,PT15M,5,2024-05-18 17:30:00+02:00
2024-05-24 16:02:40+02:00,0,CH,Planned maintenance,A03,Cancelled,2024-06-13 18:00:00+02:00,m2LPlWiab7R6lfx0DG23uQ,120.0,Hydro Water Reservoir,12W-0000000026-D,intra_zonal,Blenio (OFIBLE),Centrale di Olivone,1,MAW,PT15M,4,2024-06-11 06:00:00+02:00
2024-05-28 07:59:05+02:00,184,CH,Planned maintenance,A03,,2024-05-28 14:00:00+02:00,esoLTooZS1RhcnD0dWiEqg,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,1,2024-05-28 12:00:00+02:00
2024-05-29 16:30:54+02:00,0,CH,Planned maintenance,A03,,2024-06-19 11:00:00+02:00,16KO7RffqCGTc5Vhe1d4OQ,365.0,Nuclear,12W-0000000017-E,intra_zonal,KKB - KernKW Beznau,Beznau 1,1,MAW,PT15M,5,2024-04-26 11:00:00+02:00
2024-05-30 14:35:27+02:00,1180,CH,Planned maintenance,A03,Cancelled,2024-06-04 12:00:00+02:00,80lewcPdIsNd7IaIPuWnKw,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,2,2024-06-04 07:00:00+02:00
2024-05-30 14:37:36+02:00,1130,CH,Planned maintenance,A03,Cancelled,2024-06-03 12:00:00+02:00,O1FfVURUNs2xsDIdBUGzkA,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,3,2024-06-03 07:00:00+02:00
2024-06-03 10:29:04+02:00,13,CH,Planned maintenance,A03,Cancelled,2024-06-12 18:00:00+02:00,0U16l7m-qJ8xfIeedCuE3Q,340.0,Hydro Water Reservoir,12W-0000000105-J,intra_zonal,Electra-Massa (EM),Kraftwerk Bitsch,1,MAW,PT15M,9,2024-06-05 13:00:00+02:00
2024-06-04 03:07:50+02:00,1157,CH,Planned maintenance,A03,Cancelled,2024-07-05 17:00:00+02:00,qK4Quhvt9upZLFQm58dW8g,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,2,2024-06-17 07:00:00+02:00
2024-06-04 03:08:20+02:00,1162,CH,Planned maintenance,A03,Cancelled,2024-06-12 09:00:00+02:00,kByGQGNlhteUzbLrYDKxQA,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,2,2024-06-12 06:00:00+02:00
2024-06-04 13:28:20+02:00,0,CH,Planned maintenance,A03,,2024-06-04 13:30:00+02:00,SU7Sfl1ffQds68Dx2GZelA,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,3,2024-05-29 07:00:00+02:00
2024-06-04 13:28:22+02:00,0,CH,Planned maintenance,A03,,2024-06-04 13:30:00+02:00,FZ3GDE9sEsrRq8tp9Q385w,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G3,1,MAW,PT15M,5,2024-05-29 07:00:00+02:00
2024-06-04 14:10:37+02:00,0,CH,Planned maintenance,A03,,2024-06-04 15:30:00+02:00,_jbsW39sQjUtKD13UZcpNg,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G2,1,MAW,PT15M,2,2024-06-04 14:00:00+02:00
2024-06-04 14:10:37+02:00,0,CH,Planned maintenance,A03,,2024-06-04 15:30:00+02:00,3FVZWYc6STmjzjcXkBCBrA,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT15M,2,2024-06-04 14:00:00+02:00
2024-06-04 14:10:40+02:00,0,CH,Planned maintenance,A03,,2024-06-04 15:30:00+02:00,3i325Pp5xpSEbvG6FCmAgg,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT15M,2,2024-06-04 14:00:00+02:00
2024-06-07 09:32:14+02:00,0,CH,Planned maintenance,A03,,2024-06-07 12:00:00+02:00,LvCoDKbtga28LcwG8kj0vw,114.0,Hydro Water Reservoir,12W-0000000065-0,intra_zonal,Verzasca,Verzasca,1,MAW,PT15M,4,2024-06-03 07:00:00+02:00
2024-06-07 11:18:50+02:00,364,CH,Planned maintenance,A03,Cancelled,2024-06-07 17:00:00+02:00,MLNCviBQR6Uop3xMtga1yQ,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT15M,3,2024-06-03 07:00:00+02:00
2024-06-07 11:19:13+02:00,364,CH,Planned maintenance,A03,,2024-06-07 11:45:00+02:00,iPGAQikZPkouRit9B1rn0Q,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT15M,1,2024-06-03 07:00:00+02:00
2024-06-07 11:19:25+02:00,302,CH,Planned maintenance,A03,,2024-06-07 15:00:00+02:00,xtKl9N1vTVcE1p643swiXw,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT15M,1,2024-06-07 13:00:00+02:00
2024-06-12 08:08:28+02:00,70,CH,Planned maintenance,A03,Cancelled,2024-06-18 12:00:00+02:00,QJixZQgxNETCE1agwodZBg,230.0,Hydro Water Reservoir,12W-0000000060-F,intra_zonal,Emosson (ESA),Usine de Vallorcine,1,MAW,PT15M,2,2024-06-18 07:00:00+02:00
2024-06-12 08:38:22+02:00,0,CH,Planned maintenance,A03,,2024-06-13 12:00:00+02:00,cAxYuNoVo8m3n4OMgC5dug,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT15M,2,2024-06-13 07:00:00+02:00
2024-06-12 08:38:22+02:00,0,CH,Planned maintenance,A03,,2024-06-13 12:00:00+02:00,oqJ1q496w0vKhwGNFC093Q,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G2,1,MAW,PT15M,2,2024-06-13 07:00:00+02:00
2024-06-12 08:38:42+02:00,0,CH,Planned maintenance,A03,,2024-06-13 12:00:00+02:00,W3na6U4vPGtKDXkczlX2gw,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT15M,2,2024-06-13 07:00:00+02:00
2024-06-12 15:15:05+02:00,364,CH,Planned maintenance,A03,Cancelled,2024-06-21 17:00:00+02:00,W6giK9CAwczNnxLGxCADgg,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT15M,3,2024-06-17 07:00:00+02:00
2024-06-17 14:14:46+02:00,0,CH,Planned maintenance,A03,,2024-06-18 16:00:00+02:00,voAdDQfc1FY38TWegEpYjg,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT15M,1,2024-06-18 13:00:00+02:00
2024-06-17 14:14:46+02:00,0,CH,Planned maintenance,A03,,2024-06-18 16:00:00+02:00,GsokWJgFJY5RSckEeRr9Xg,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G2,1,MAW,PT15M,1,2024-06-18 13:00:00+02:00
2024-06-17 14:15:08+02:00,0,CH,Planned maintenance,A03,,2024-06-18 16:00:00+02:00,CRVHn8uYuTPGZTo2x6n3Rg,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G3,1,MAW,PT15M,1,2024-06-18 13:00:00+02:00
2024-06-20 20:55:09+02:00,207,CH,Planned maintenance,A03,,2024-06-20 17:30:00+02:00,luo1oDQPh-t0uOPU5sTqdQ,340.0,Hydro Water Reservoir,12W-0000000105-J,intra_zonal,Electra-Massa (EM),Kraftwerk Bitsch,1,MAW,PT15M,7,2024-06-05 13:00:00+02:00
2024-06-21 09:18:14+02:00,0,CH,Planned maintenance,A03,,2024-06-22 06:00:00+02:00,w-0WJeE0WXOOX8MjaIs-bw,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,1,2024-06-21 13:00:00+02:00
2024-06-21 09:20:09+02:00,0,CH,Planned maintenance,A03,,2024-06-22 06:00:00+02:00,JWI4Yp8ArEFu0xt853Ceeg,384.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Nendaz,1,MAW,PT15M,1,2024-06-21 13:00:00+02:00
2024-06-21 16:36:39+02:00,80,CH,Planned maintenance,A03,,2024-06-22 00:00:00+02:00,5mxIGjmG3xMSx3bBOrwHNg,230.0,Hydro Water Reservoir,12W-0000000060-F,intra_zonal,Emosson (ESA),Usine de Vallorcine,1,MAW,PT15M,1,2024-06-21 17:00:00+02:00
2024-06-24 07:27:56+02:00,0,CH,Planned maintenance,A03,,2024-06-24 17:00:00+02:00,fnX50Hpy0S8RJNml0y1YlA,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G2,1,MAW,PT15M,1,2024-06-24 11:00:00+02:00
2024-06-25 08:27:17+02:00,0,CH,Planned maintenance,A03,,2024-06-25 16:00:00+02:00,pqgQIfPmkH3Z5eshjnZYKg,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G1,1,MAW,PT15M,1,2024-06-25 13:00:00+02:00
2024-06-25 21:54:47+02:00,0,CH,Planned maintenance,A03,,2024-06-26 13:30:00+02:00,cRAavL8RNTeGgfm8WrQiQw,1020.0,Nuclear,12W-0000000056-1,intra_zonal,Kernkraftwerk Gösgen,Kernkraftwerk Gösgen,1,MAW,PT15M,10,2024-05-25 03:30:00+02:00
2024-06-26 08:48:53+02:00,0,CH,Planned maintenance,A03,Cancelled,2024-06-26 11:00:00+02:00,amCqaabsD3DVmIiiYGi6ug,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G1,1,MAW,PT15M,2,2024-06-26 08:00:00+02:00
2024-06-26 09:07:24+02:00,0,CH,Planned maintenance,A03,,2024-06-26 09:15:00+02:00,X7UPiQWpOANoJKp_E8ZpzA,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G2,1,MAW,PT15M,2,2024-06-26 08:00:00+02:00
2024-06-26 09:07:47+02:00,0,CH,Planned maintenance,A03,,2024-06-26 09:15:00+02:00,Ovun3bV4h7Vt8q5M4Ec21g,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G3,1,MAW,PT15M,2,2024-06-26 08:00:00+02:00
2024-06-26 09:08:52+02:00,0,CH,Planned maintenance,A03,,2024-06-26 09:15:00+02:00,L6_L47LsdH6ZVddB8hmMjw,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G1,1,MAW,PT15M,2,2024-06-26 08:00:00+02:00
2024-06-26 13:23:55+02:00,0,CH,Planned maintenance,A03,,2024-06-26 14:00:00+02:00,qaNEkkovAP4aREBfiWc60Q,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G1,1,MAW,PT15M,2,2024-04-22 07:00:00+02:00
2024-07-05 11:28:52+02:00,364,CH,Planned maintenance,A03,,2024-07-05 11:15:00+02:00,Wha22mKusg0iwj3b_UoKFg,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT15M,3,2024-06-17 07:00:00+02:00
2024-07-05 11:28:52+02:00,364,CH,Planned maintenance,A03,,2024-07-05 11:20:00+02:00,Wha22mKusg0iwj3b_UoKFg,484.0,Hydro Pumped Storage,12W-0000000116-C,intra_zonal,Hongrin-Léman (FMHL),Usine de Veytaux,1,MAW,PT1M,3,2024-07-05 11:15:00+02:00
2024-07-05 15:52:18+02:00,1162,CH,Planned maintenance,A03,Cancelled,2024-07-05 17:00:00+02:00,raZc4BP8SRPKWaTNUfrxUQ,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,2,2024-06-10 07:00:00+02:00
2024-07-15 09:42:11+02:00,1162,CH,Planned maintenance,A03,,2024-07-12 14:00:00+02:00,0mNN3Mw1SJn15tUJElbyRw,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,2,2024-06-10 07:00:00+02:00
2024-09-09 16:37:05+02:00,775,CH,Planned maintenance,A03,,2024-12-20 18:00:00+01:00,a7pXPo8Z6AvGATdjv4EVLA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,48,2024-09-05 16:30:00+02:00
2024-09-09 16:37:05+02:00,620,CH,Planned maintenance,A03,,2024-09-05 16:30:00+02:00,a7pXPo8Z6AvGATdjv4EVLA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,48,2024-09-05 16:15:00+02:00
2024-09-09 16:37:05+02:00,775,CH,Planned maintenance,A03,,2024-09-05 16:15:00+02:00,a7pXPo8Z6AvGATdjv4EVLA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,48,2024-08-08 17:30:00+02:00
2024-09-09 16:37:05+02:00,620,CH,Planned maintenance,A03,,2024-08-08 17:30:00+02:00,a7pXPo8Z6AvGATdjv4EVLA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT1M,48,2024-08-08 17:15:00+02:00
2024-09-09 16:37:05+02:00,775,CH,Planned maintenance,A03,,2024-08-08 17:15:00+02:00,a7pXPo8Z6AvGATdjv4EVLA,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,48,2024-06-07 15:00:00+02:00
2021-01-01 10:21:53+01:00,0,CH,Planned maintenance,A03,,2024-08-30 18:00:00+02:00,O4XQbSdVZarXmVhwlm8_2A,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G2,1,MAW,PT15M,1,2024-08-19 07:00:00+02:00
2021-01-01 10:21:54+01:00,0,CH,Planned maintenance,A03,,2024-08-16 18:00:00+02:00,P_u9rBIXwbuNdvzsx7Vr7g,102.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Tierfehd - Limmern G3,1,MAW,PT15M,1,2024-08-05 07:00:00+02:00
2021-02-25 10:21:51+01:00,1067,CH,Planned maintenance,A03,Cancelled,2024-09-09 01:00:00+02:00,wUG4ovZoKA-D9LcMeuVGDw,1307.0,Hydro Pumped Storage,12W-0000000031-O,intra_zonal,KW Oberhasli AG (KWO),KWO Produktion,1,MAW,PT15M,2,2024-09-02 08:00:00+02:00
2021-03-03 09:33:28+01:00,457,CH,Planned maintenance,A03,Cancelled,2024-09-16 06:00:00+02:00,L7AB-HBdAVL9x9iPgALhKQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,2,2024-09-06 18:00:00+02:00
2021-03-03 09:37:29+01:00,457,CH,Planned maintenance,A03,Cancelled,2024-09-27 18:00:00+02:00,y2fAPYWOqBM9_4o-w-E_tQ,930.0,Hydro Pumped Storage,12W-0000000241-A,intra_zonal,Nant de Drance (NDD),Usine de Nant de Drance,1,MAW,PT15M,3,2024-08-26 06:00:00+02:00
2021-08-13 14:15:19+02:00,144,CH,Planned maintenance,A03,Cancelled,2024-07-06 18:00:00+02:00,fXO_4M0Tjw0c7c5qD-1XiA,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,2,2024-07-01 06:00:00+02:00
2021-08-13 15:03:20+02:00,256,CH,Planned maintenance,A03,Cancelled,2024-07-06 18:00:00+02:00,T9YIlbJW1sey6KK2V4g2wA,384.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Nendaz,1,MAW,PT15M,2,2024-07-01 07:00:00+02:00
2021-08-13 15:03:44+02:00,144,CH,Planned maintenance,A03,Cancelled,2024-08-24 18:00:00+02:00,W6pmtMSWRb3b41TQ67FD4Q,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,2,2024-08-19 06:00:00+02:00
2021-08-13 15:25:39+02:00,64,CH,Planned maintenance,A03,Cancelled,2024-06-28 18:00:00+02:00,jiyJNk5_XAbF2puoXvb-Hw,384.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Nendaz,1,MAW,PT15M,2,2024-06-28 06:00:00+02:00
2021-09-10 13:57:28+02:00,0,CH,Planned maintenance,A03,Cancelled,2024-08-29 18:00:00+02:00,R-30tFAFpJR2k_EL4NMtnw,120.0,Hydro Water Reservoir,12W-0000000026-D,intra_zonal,Blenio (OFIBLE),Centrale di Olivone,1,MAW,PT15M,2,2024-08-27 06:00:00+02:00
2021-09-10 13:57:55+02:00,0,CH,Planned maintenance,A03,,2024-08-29 18:00:00+02:00,aCzxuBOC48M_TqU2RYJMiw,120.0,Hydro Water Reservoir,12W-0000000026-D,intra_zonal,Blenio (OFIBLE),Centrale di Olivone,1,MAW,PT15M,1,2024-08-27 06:00:00+02:00
2021-09-10 14:01:57+02:00,0,CH,Planned maintenance,A03,Cancelled,2024-08-29 18:00:00+02:00,S07tmSpVcTBQkbJMi8Wnqg,420.0,Hydro Water Reservoir,12W-0000000026-D,intra_zonal,Blenio (OFIBLE),Centrale di Biasca,1,MAW,PT15M,2,2024-08-27 06:00:00+02:00
2021-12-27 10:50:31+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-08-30 17:00:00+02:00,pxwyMsIG8b5yy0ILmlwWhg,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G4,1,MAW,PT15M,2,2024-07-22 07:00:00+02:00
2022-03-03 16:20:48+01:00,256,CH,Planned maintenance,A03,Cancelled,2024-07-06 18:00:00+02:00,taF4xgch-7ZZCANHK_qhOw,384.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Nendaz,1,MAW,PT15M,2,2024-07-01 07:00:00+02:00
2022-10-11 14:35:45+02:00,0,CH,Planned maintenance,A03,Cancelled,2024-09-13 17:00:00+02:00,HZanWf4euZISROowLi-pqQ,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G2,1,MAW,PT15M,2,2024-09-02 07:00:00+02:00
2022-10-11 14:36:09+02:00,0,CH,Planned maintenance,A03,Cancelled,2024-08-30 17:00:00+02:00,79iK8KcYQfFGxjqAerPXog,105.0,Hydro Pumped Storage,12W-0000000917-6,intra_zonal,KSL - KW Sarganserland AG,Mapragg - Gigerwald G1,1,MAW,PT15M,2,2024-08-19 07:00:00+02:00
2023-01-16 09:47:29+01:00,0,CH,Planned maintenance,A03,Cancelled,2024-08-23 17:00:00+02:00,-ljFHYjIMLciM08OHqLNgA,250.0,Hydro Pumped Storage,12W-0000000018-B,intra_zonal,KLL - KW Linth-Limmern AG,Limmern - Muttsee G2,1,MAW,PT15M,2,2024-07-15 07:00:00+02:00
2023-05-05 11:40:27+02:00,184,CH,Planned maintenance,A03,Cancelled,2024-07-06 18:00:00+02:00,CCDmdsel2Mj8v7VCU7VMLw,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,2,2024-07-01 06:00:00+02:00
2023-05-05 11:40:30+02:00,184,CH,Planned maintenance,A03,Cancelled,2024-08-24 18:00:00+02:00,vS6b10XLDf8hRohpzFY0gQ,288.0,Hydro Water Reservoir,12W-0000000902-P,intra_zonal,Gde-Dixence (GD),Usine de Fionnay,1,MAW,PT15M,2,2024-08-19 06:00:00+02:00
